YEAR,CATEGORY,NAME,WINORLOSE
2011,ACTOR IN A LEADING ROLE,Gary Oldman,FALSE
2011,ACTOR IN A LEADING ROLE,Brad Pitt,FALSE
2011,ACTRESS IN A LEADING ROLE,Glenn Close,FALSE
2011,ACTRESS IN A LEADING ROLE,Viola Davis,FALSE
2011,ACTRESS IN A LEADING ROLE,Rooney Mara,FALSE
2011,ACTRESS IN A LEADING ROLE,Meryl Streep,TRUE
2011,ACTRESS IN A LEADING ROLE,Michelle Williams,FALSE
2012,ACTOR IN A LEADING ROLE,Bradley Cooper,FALSE
2012,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,TRUE
2012,ACTOR IN A LEADING ROLE,Hugh Jackman,FALSE
2012,ACTOR IN A LEADING ROLE,Joaquin Phoenix,FALSE
2012,ACTOR IN A LEADING ROLE,Denzel Washington,FALSE
2012,ACTRESS IN A LEADING ROLE,Jessica Chastain,FALSE
2012,ACTRESS IN A LEADING ROLE,Jennifer Lawrence,TRUE
2012,ACTRESS IN A LEADING ROLE,Emmanuelle Riva,FALSE
2012,ACTRESS IN A LEADING ROLE,Quvenzhan̩ Wallis,FALSE
2012,ACTRESS IN A LEADING ROLE,Naomi Watts,FALSE
2013,ACTOR IN A LEADING ROLE,Christian Bale,FALSE
2013,ACTOR IN A LEADING ROLE,Bruce Dern,FALSE
2013,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,FALSE
2013,ACTOR IN A LEADING ROLE,Chiwetel Ejiofor,FALSE
2013,ACTOR IN A LEADING ROLE,Matthew McConaughey,TRUE
2013,ACTRESS IN A LEADING ROLE,Amy Adams,FALSE
2013,ACTRESS IN A LEADING ROLE,Cate Blanchett,TRUE
2013,ACTRESS IN A LEADING ROLE,Sandra Bullock,FALSE
2013,ACTRESS IN A LEADING ROLE,Judi Dench,FALSE
2013,ACTRESS IN A LEADING ROLE,Meryl Streep,FALSE
2014,ACTOR IN A LEADING ROLE,Steve Carell,FALSE
2014,ACTOR IN A LEADING ROLE,Bradley Cooper,FALSE
2014,ACTOR IN A LEADING ROLE,Benedict Cumberbatch,FALSE
2014,ACTOR IN A LEADING ROLE,Michael Keaton,FALSE
2014,ACTOR IN A LEADING ROLE,Eddie Redmayne,TRUE
2014,ACTRESS IN A LEADING ROLE,Marion Cotillard,FALSE
2014,ACTRESS IN A LEADING ROLE,Felicity Jones,FALSE
2014,ACTRESS IN A LEADING ROLE,Julianne Moore,TRUE
2014,ACTRESS IN A LEADING ROLE,Rosamund Pike,FALSE
2014,ACTRESS IN A LEADING ROLE,Reese Witherspoon,FALSE
2015,ACTOR IN A LEADING ROLE,Bryan Cranston,FALSE
2015,ACTOR IN A LEADING ROLE,Matt Damon,FALSE
2015,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,TRUE
2015,ACTOR IN A LEADING ROLE,Michael Fassbender,FALSE
2015,ACTOR IN A LEADING ROLE,Eddie Redmayne,FALSE
2015,ACTRESS IN A LEADING ROLE,Cate Blanchett,FALSE
2015,ACTRESS IN A LEADING ROLE,Brie Larson,TRUE
2015,ACTRESS IN A LEADING ROLE,Jennifer Lawrence,FALSE
2015,ACTRESS IN A LEADING ROLE,Charlotte Rampling,FALSE
2015,ACTRESS IN A LEADING ROLE,Saoirse Ronan,FALSE
2016,ACTOR IN A LEADING ROLE,Casey Affleck,TRUE
2016,ACTOR IN A LEADING ROLE,Andrew Garfield,FALSE
2016,ACTOR IN A LEADING ROLE,Ryan Gosling,FALSE
2016,ACTOR IN A LEADING ROLE,Viggo Mortensen,FALSE
2016,ACTOR IN A LEADING ROLE,Denzel Washington,FALSE
2016,ACTRESS IN A LEADING ROLE,Isabelle Huppert,FALSE
2016,ACTRESS IN A LEADING ROLE,Ruth Negga,FALSE
2016,ACTRESS IN A LEADING ROLE,Natalie Portman,FALSE
2016,ACTRESS IN A LEADING ROLE,Emma Stone,TRUE
2016,ACTRESS IN A LEADING ROLE,Meryl Streep,FALSE
2017,ACTOR IN A LEADING ROLE,Timoth̩e Chalamet,FALSE
2017,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,FALSE
2017,ACTOR IN A LEADING ROLE,Daniel Kaluuya,FALSE
2017,ACTOR IN A LEADING ROLE,Gary Oldman,TRUE
2017,ACTOR IN A LEADING ROLE,Denzel Washington,FALSE
2017,ACTRESS IN A LEADING ROLE,Sally Hawkins,FALSE
2017,ACTRESS IN A LEADING ROLE,Frances McDormand,TRUE
2017,ACTRESS IN A LEADING ROLE,Margot Robbie,FALSE
2017,ACTRESS IN A LEADING ROLE,Saoirse Ronan,FALSE
2017,ACTRESS IN A LEADING ROLE,Meryl Streep,FALSE
